class,link,visual_type0,visual_type1,visual_type2,visual_type3,visual_type4,visual_type5,visual_purpose0,visual_purpose1,visual_purpose2,visual_purpose3,visual_purpose4,visual_purpose5,bug_type,ClosedTime,Participants,DescriptionLength,Comments,FirstCommentTime,LastCommentTime
img,https://github.com/godotengine/godot/issues/37319,Output,,,,,,additional information,,,,,,Configuration issue,32.8801736,0,41,0,,
img,https://github.com/facebook/react-native/issues/27452,Output,Output,,,,,example,example,,,,,Program anomaly issue,97.7137731,1,28,0,90.69923611,90.69923611
img,https://github.com/grafana/grafana/issues/19802,Logs,,,,,,example,,,,,,Program anomaly issue,1.89310185,0,93,0,,
img,https://github.com/microsoft/powertoys/issues/7503,Output,,,,,,example,,,,,,GUI-related issue,30.5643634,4,80,10,0.1098611111,30.56434028
img,https://github.com/elastic/kibana/issues/46434,UserInterface,,,,,,example,,,,,,GUI-related issue,29.259537,2,102,5,2.31E-05,29.14146991
img,https://github.com/rancher/rancher/issues/15831,Configuration,,,,,,example,,,,,,Configuration issue,4.79612269,0,40,1,4.795902778,4.795902778
img,https://github.com/eclipse/che/issues/6757,Logs,,,,,,additional information,,,,,,Program anomaly issue,98.3127546,1,54,1,98.21631944,98.21631944
img,https://github.com/microsoft/vscode/issues/86951,UserInterface,,,,,,example,,,,,,GUI-related issue,0.04375,1,114,2,0.006284722222,0.03622685185
img,https://github.com/wordpress/gutenberg/issues/8455,Output,,,,,,example,,,,,,Program anomaly issue,2.64744213,6,35,11,0.1390972222,4.137905093
img,https://github.com/godotengine/godot/issues/10167,Logs,,,,,,additional information,,,,,,Program anomaly issue,0.06293981,1,14,2,0.004710648148,0.007523148148
img,https://github.com/godotengine/godot/issues/41907,Output,,,,,,example,,,,,,Program anomaly issue,2.05631944,2,65,7,0.0007986111111,609.27375
img,https://github.com/rancher/rancher/issues/11907,Output,,,,,,additional information,,,,,,Program anomaly issue,1.44611111,0,14,1,1.446111111,1.446111111
img,https://github.com/vector-im/element-web/issues/13481,Performance,,,,,,example,,,,,,Performance issue,33.8250463,10,56,25,0.0183912037,144.5365972
img,https://github.com/vector-im/element-web/issues/14771,Output,Output,,,,,additional information,example,,,,,Program anomaly issue,15.362419,1,116,2,14.32759259,15.36241898
img,https://github.com/microsoft/vscode/issues/104107,UserInterface,UserInterface,UserInterface,,,,example,example,example,,,,GUI-related issue,225.790544,2,33,3,222.1917708,225.8868866
img,https://github.com/godotengine/godot/issues/45520,UserInterface,,,,,,example,,,,,,GUI-related issue,44.4456944,5,19,9,0.03025462963,44.44569444
img,https://github.com/vector-im/element-web/issues/6247,Output,,,,,,example,,,,,,Program anomaly issue,140.98228,4,85,5,0.003275462963,140.9822801
img,https://github.com/vector-im/element-web/issues/8840,Output,,,,,,additional information,,,,,,Program anomaly issue,1.56983796,1,14,2,0.01412037037,1.569837963
img,https://github.com/godotengine/godot/issues/10459,Diagram,UserInterface,,,,,additional information,additional information,,,,,GUI-related issue,0.97043981,2,9,3,0.2247800926,0.9704398148
img,https://github.com/cleverraven/cataclysm-dda/issues/38613,Output,,,,,,example,,,,,,Program anomaly issue,3.92121528,0,193,0,,
img,https://github.com/microsoft/vscode/issues/110322,Logs,Logs,,,,,example,example,,,,,Program anomaly issue,7.74579861,12,29,16,0.002905092593,14.93189815
img,https://github.com/godotengine/godot/issues/31881,Code,Logs,Logs,,,,additional information,example,example,,,,Program anomaly issue,24.2021759,0,47,0,,
img,https://github.com/tensorflow/tensorflow/issues/11334,Performance,Performance,,,,,example,example,,,,,Performance issue,256.928692,8,299,30,0.8521296296,264.4438194
img,https://github.com/microsoft/vscode/issues/126084,Output,,,,,,additional information,,,,,,Program anomaly issue,17.2441204,0,2,1,17.24655093,17.24655093
img,https://github.com/zephyrproject-rtos/zephyr/issues/7613,Diagram,,,,,,example,,,,,,Performance issue,11.1934606,1,67,5,1.217025463,11.19326389
img,https://github.com/microsoft/typescript/issues/22440,Output,,,,,,additional information,,,,,,Program anomaly issue,14.2535532,1,14,4,12.28862269,12.98547454
img,https://github.com/eclipse/che/issues/11397,Code,,,,,,example,,,,,,Program anomaly issue,0.1872338,0,25,1,0.1872337963,0.1872337963
img,https://github.com/mozilla-mobile/fenix/issues/15651,Output,,,,,,additional information,,,,,,Program anomaly issue,200.684363,2,36,1,12.89255787,12.89255787
img,https://github.com/microsoft/vscode/issues/91661,Output,Output,,,,,additional information,example,,,,,Program anomaly issue,1.06538194,1,40,3,0.5279398148,1.0009375
img,https://github.com/microsoft/vscode/issues/89736,UserInterface,,,,,,example,,,,,,GUI-related issue,0.0012963,1,26,10,0.6284837963,4.89068287
img,https://github.com/microsoft/powertoys/issues/2417,UserInterface,UserInterface,,,,,additional information,example,,,,,GUI-related issue,311.282859,3,3,8,224.070787,311.2828588
img,https://github.com/eclipse/che/issues/17126,UserInterface,UserInterface,UserInterface,,,,example,example,example,,,,GUI-related issue,23.6456944,0,88,1,23.64364583,23.64364583
img,https://github.com/elastic/kibana/issues/77006,Output,,,,,,example,,,,,,Program anomaly issue,7.78399306,2,70,5,5.544791667,7.783981481
img,https://github.com/eclipse/che/issues/19420,Logs,,,,,,example,,,,,,Program anomaly issue,222.756933,2,26,2,0.006678240741,0.01603009259
img,https://github.com/elastic/kibana/issues/55992,Diagram,Logs,,,,,example,example,,,,,Program anomaly issue,18.0352546,3,92,3,0.005358796296,10.94084491
img,https://github.com/grafana/grafana/issues/34693,Logs,Output,,,,,example,example,,,,,Program anomaly issue,98.2685185,3,48,12,0.01126157407,98.26851852
img,https://github.com/elastic/kibana/issues/13803,Diagram,,,,,,example,,,,,,GUI-related issue,35.8441204,0,63,0,,
img,https://github.com/eclipse/che/issues/13925,Output,,,,,,example,,,,,,Program anomaly issue,3.90364583,2,65,3,2.80318287,3.903645833
img,https://github.com/eclipse/che/issues/18782,Logs,,,,,,example,,,,,,Program anomaly issue,10.0965509,1,119,2,6.976145833,7.964039352
img,https://github.com/godotengine/godot/issues/42701,Output,,,,,,example,,,,,,Program anomaly issue,2.45732639,0,66,0,,
img,https://github.com/godotengine/godot/issues/11162,Output,,,,,,example,,,,,,Program anomaly issue,0.68260417,1,14,1,0.1361921296,0.1361921296
img,https://github.com/vector-im/element-web/issues/21471,Output,Output,Output,,,,example,example,example,,,,Program anomaly issue,3.87076389,0,76,0,,
img,https://github.com/rancher/rancher/issues/19187,Output,Output,Output,Output,Output,,example,example,example,additional information,additional information,,Program anomaly issue,55.1543287,8,67,19,0.2627546296,312.4855671
img,https://github.com/tensorflow/tensorflow/issues/35199,Others,,,,,,example,,,,,,Program anomaly issue,443.972523,5,52,8,1.959641204,196.1348495
img,https://github.com/microsoft/vscode/issues/105145,Diagram,,,,,,additional information,,,,,,Performance issue,5.40768519,1,39,6,4.97931713,5.407685185
img,https://github.com/elastic/kibana/issues/38038,Output,Output,,,,,example,example,,,,,GUI-related issue,1.94045139,1,69,1,2.31E-05,2.31E-05
img,https://github.com/microsoft/powertoys/issues/6000,Output,Output,,,,,example,example,,,,,Configuration issue,130.92625,5,72,9,0.06239583333,120.5691088
img,https://github.com/elastic/kibana/issues/14638,Logs,,,,,,example,,,,,,Program anomaly issue,4.22421296,2,132,5,0.005381944444,3.910138889
img,https://github.com/vector-im/element-web/issues/14919,Others,,,,,,additional information,,,,,,Configuration issue,0.01443287,1,10,1,0.01443287037,0.01443287037
img,https://github.com/wordpress/gutenberg/issues/25864,UserInterface,,,,,,example,,,,,,GUI-related issue,0.52958333,0,182,1,0.008541666667,0.008541666667
img,https://github.com/microsoft/vscode/issues/119163,Output,,,,,,example,,,,,,Program anomaly issue,33.6748148,3,37,6,0.3334837963,12.08615741
img,https://github.com/godotengine/godot/issues/41281,Output,,,,,,example,,,,,,Program anomaly issue,57.8757292,7,61,22,0.003252314815,199.9422917
img,https://github.com/elastic/kibana/issues/57012,UserInterface,UserInterface,Logs,,,,example,example,example,,,,Program anomaly issue,362.131042,1,47,3,0.002800925926,315.0560995
img,https://github.com/qgis/qgis/issues/46244,Diagram,Output,Diagram,,,,example,example,example,,,,Program anomaly issue,42.8698843,2,120,2,0.1549189815,0.4606712963
img,https://github.com/cleverraven/cataclysm-dda/issues/47400,Output,Output,,,,,example,example,,,,,Program anomaly issue,2.81634259,1,56,1,0.004305555556,0.004305555556
img,https://github.com/rancher/rancher/issues/17497,UserInterface,UserInterface,UserInterface,UserInterface,UserInterface,UserInterface,example,example,example,example,example,example,GUI-related issue,7.05143519,1,174,2,6.38693287,7.051435185
img,https://github.com/eclipse/che/issues/15417,Diagram,Output,,,,,example,example,,,,,Program anomaly issue,97.0235648,0,82,1,97.02356481,97.02356481
img,https://github.com/elastic/kibana/issues/47406,Configuration,Output,Output,Output,,,example,example,example,example,,,Program anomaly issue,6.20950231,2,125,5,0.002083333333,2.863958333
img,https://github.com/rancher/rancher/issues/21362,Logs,,,,,,additional information,,,,,,Program anomaly issue,65.2235995,1,62,2,0.1012615741,65.22359954
img,https://github.com/godotengine/godot/issues/30832,Output,,,,,,example,,,,,,Program anomaly issue,88.3162847,0,9,0,,
img,https://github.com/wordpress/gutenberg/issues/31626,Output,,,,,,example,,,,,,GUI-related issue,2.65109954,2,88,3,1.874733796,2.036388889
img,https://github.com/hashicorp/terraform/issues/25756,Logs,,,,,,example,,,,,,Network issue,0.27527778,6,9,8,0.01675925926,30.80452546
img,https://github.com/elastic/kibana/issues/74031,Output,,,,,,example,,,,,,GUI-related issue,2.97684028,1,11,1,1.16E-05,1.16E-05
img,https://github.com/elastic/kibana/issues/87459,Diagram,Diagram,,,,,example,example,,,,,GUI-related issue,8.88674769,4,111,8,0.001481481481,8.886712963
img,https://github.com/ant-design/ant-design/issues/15049,UserInterface,,,,,,additional information,,,,,,GUI-related issue,0.16618056,1,0,2,0.00900462963,0.1227430556
img,https://github.com/mozilla-mobile/fenix/issues/6716,UserInterface,UserInterface,,,,,example,example,,,,,GUI-related issue,449.474456,2,27,5,0.001493055556,154.9190046
img,https://github.com/qgis/qgis/issues/31252,UserInterface,Configuration,,,,,example,example,,,,,GUI-related issue,36.1159144,0,22,0,,
img,https://github.com/grafana/grafana/issues/32330,UserInterface,Logs,,,,,example,example,,,,,Program anomaly issue,2.41409722,2,38,2,0.6793171296,2.414085648
img,https://github.com/rancher/rancher/issues/16742,Performance,,,,,,example,,,,,,Performance issue,7.00856481,0,18,1,7.008564815,7.008564815
img,https://github.com/wordpress/gutenberg/issues/16785,UserInterface,Output,Output,,,,example,example,additional information,,,,Program anomaly issue,25.464456,1,47,2,25.46445602,25.55224537
img,https://github.com/elastic/kibana/issues/124817,Diagram,,,,,,example,,,,,,GUI-related issue,9.89826389,4,30,5,3.47E-05,14.68971065
img,https://github.com/vector-im/element-web/issues/12259,Logs,,,,,,example,,,,,,Performance issue,20.2721181,1,25,3,0.733587963,20.27211806
img,https://github.com/ionic-team/ionic-framework/issues/24208,Output,Output,Output,,,,example,example,example,,,,GUI-related issue,82.2416898,1,56,0,119.9841551,119.9841551
img,https://github.com/ansible/ansible/issues/64849,Logs,,,,,,example,,,,,,Configuration issue,0.05666667,2,32,1,0.05666666667,0.05666666667
img,https://github.com/elastic/kibana/issues/14908,Others,,,,,,additional information,,,,,,Performance issue,6.99981481,0,34,1,99.9112963,99.9112963
img,https://github.com/wordpress/gutenberg/issues/35353,Diagram,,,,,,example,,,,,,Program anomaly issue,2.048125,0,88,0,,
img,https://github.com/cleverraven/cataclysm-dda/issues/42639,Output,,,,,,example,,,,,,Program anomaly issue,23.6083449,0,113,0,,
img,https://github.com/microsoft/vscode/issues/117675,Code,,,,,,additional information,,,,,,Program anomaly issue,6.59111111,1,19,2,5.829039352,6.591111111
img,https://github.com/microsoft/vscode/issues/105511,Others,,,,,,example,,,,,,Program anomaly issue,6.67961806,2,38,2,0.7715509259,6.680810185
img,https://github.com/microsoft/powertoys/issues/15907,Output,,,,,,example,,,,,,Configuration issue,30.2662731,4,47,7,0.002939814815,30.26627315
img,https://github.com/microsoft/vscode/issues/110985,Configuration,Configuration,,,,,example,example,,,,,Program anomaly issue,46.6185417,2,111,5,17.63743056,46.61853009
img,https://github.com/microsoft/vscode/issues/124609,Code,UserInterface,,,,,example,example,,,,,GUI-related issue,72.7524306,3,88,3,0.1019212963,0.6698842593
img,https://github.com/vector-im/element-web/issues/20941,UserInterface,,,,,,example,,,,,,GUI-related issue,17.0433449,3,22,6,0.8387731481,11.22402778
img,https://github.com/facebook/react-native/issues/27105,Diagram,,,,,,example,,,,,,Program anomaly issue,26.8590278,1,23,0,0.004409722222,0.004409722222
img,https://github.com/microsoft/powertoys/issues/16192,UserInterface,,,,,,example,,,,,,Program anomaly issue,5.90899306,2,46,3,0.2230439815,5.908993056
img,https://github.com/ballerina-platform/ballerina-lang/issues/8310,Output,,,,,,example,,,,,,Program anomaly issue,110.942581,3,39,3,10.03981481,110.942581
img,https://github.com/microsoft/vscode/issues/133810,UserInterface,,,,,,example,,,,,,Program anomaly issue,1.89733796,0,29,0,,
img,https://github.com/grafana/grafana/issues/40013,Performance,Performance,,,,,example,example,,,,,Performance issue,8.7025463,0,62,0,,
img,https://github.com/godotengine/godot/issues/32420,Output,Configuration,,,,,example,additional information,,,,,Program anomaly issue,1.05216435,2,40,9,0.005289351852,0.7502777778
img,https://github.com/vector-im/element-web/issues/20455,UserInterface,,,,,,example,,,,,,GUI-related issue,0.11457176,0,38,0,,
img,https://github.com/elastic/kibana/issues/25775,Output,,,,,,example,,,,,,Program anomaly issue,13.8865509,2,59,2,0.591712963,13.88655093
img,https://github.com/microsoft/vscode/issues/138136,UserInterface,UserInterface,,,,,example,example,,,,,GUI-related issue,0.55569444,1,8,1,0.02528935185,0.02528935185
img,https://github.com/ballerina-platform/ballerina-lang/issues/30628,UserInterface,,,,,,example,,,,,,Program anomaly issue,21.2829051,0,32,0,,
img,https://github.com/microsoft/powertoys/issues/9793,Diagram,,,,,,example,,,,,,Program anomaly issue,10.7636458,2,30,1,0.4210648148,0.4210648148
img,https://github.com/ansible/ansible/issues/76082,Logs,Configuration,,,,,example,additional information,,,,,Program anomaly issue,0.01027778,2,94,1,0.00837962963,0.00837962963
img,https://github.com/microsoft/typescript/issues/31631,Output,Output,Output,,,,example,example,example,,,,Program anomaly issue,54.2328704,3,101,3,6.2996875,11.78916667
img,https://github.com/godotengine/godot/issues/32294,Output,,,,,,example,,,,,,Program anomaly issue,14.0899306,1,57,2,12.46561343,12.74818287
img,https://github.com/microsoft/powertoys/issues/13666,Others,Output,Output,,,,example,example,example,,,,Program anomaly issue,95.205463,3,86,11,4.291238426,95.20546296
img,https://github.com/mozilla-mobile/fenix/issues/2024,UserInterface,,,,,,example,,,,,,GUI-related issue,474.164132,1,35,1,5.52875,5.52875
img,https://github.com/elastic/kibana/issues/91940,UserInterface,UserInterface,,,,,example,example,example,,,,GUI-related issue,4.23704861,2,17,2,2.31E-05,69.71703704
img,https://github.com/rancher/rancher/issues/13393,Output,Output,,,,,example,example,,,,,Program anomaly issue,4.95162037,2,65,2,1.114652778,4.95162037
img,https://github.com/elastic/kibana/issues/25165,Logs,,,,,,example,,,,,,Program anomaly issue,1.63193287,3,43,8,0.02636574074,0.752037037
img,https://github.com/rancher/rancher/issues/29646,Logs,,,,,,example,,,,,,Program anomaly issue,2.23638889,1,25,3,0.0002083333333,2.236388889
img,https://github.com/microsoft/vscode/issues/87181,Output,Output,,,,,example,example,,,,,Program anomaly issue,0.13547454,1,19,0,6.94E-05,6.94E-05
img,https://github.com/mozilla-mobile/fenix/issues/3447,UserInterface,,,,,,example,,,,,,GUI-related issue,440.230718,0,0,0,,
img,https://github.com/gatsbyjs/gatsby/issues/17849,Output,Output,,,,,example,example,,,,,Program anomaly issue,838.596169,5,326,6,21.5265162,838.596169
img,https://github.com/microsoft/vscode/issues/103964,Logs,Logs,Logs,,,,additional information,additional information,example,,,,Program anomaly issue,0.01056713,0,66,0,,
img,https://github.com/eclipse/che/issues/18089,Logs,,,,,,example,,,,,,Program anomaly issue,188.050671,1,77,0,180.6915972,180.6915972
img,https://github.com/microsoft/powertoys/issues/7691,Output,Output,Output,Output,Output,,example,example,example,example,example,,Program anomaly issue,0.0202662,1,166,1,0.02012731481,0.02012731481
img,https://github.com/mozilla-mobile/fenix/issues/6672,Performance,Performance,,,,,example,example,,,,,Performance issue,451.312188,4,30,9,6.890486111,107.5128009
img,https://github.com/microsoft/vscode/issues/111577,UserInterface,,,,,,example,,,,,,GUI-related issue,48.2957523,2,14,7,0.01538194444,6.938958333
img,https://github.com/elastic/kibana/issues/12483,Output,,,,,,example,,,,,,Program anomaly issue,44.8012384,1,81,1,33.67394676,33.67394676
img,https://github.com/microsoft/powertoys/issues/6865,UserInterface,UserInterface,UserInterface,UserInterface,UserInterface,,example,example,example,example,example,,GUI-related issue,2.44340278,2,73,7,0.00599537037,2.952337963
img,https://github.com/rancher/rancher/issues/32522,Logs,,,,,,example,,,,,,Program anomaly issue,0.57578704,0,89,1,0.575787037,0.575787037
img,https://github.com/vector-im/element-web/issues/15462,Performance,Logs,,,,,example,example,,,,,Performance issue,0.16032407,3,71,9,0.002199074074,0.1912152778
img,https://github.com/eclipse/che/issues/9347,Diagram,,,,,,example,,,,,,Program anomaly issue,530.083924,2,264,1,0.516412037,0.516412037
img,https://github.com/microsoft/powertoys/issues/5458,Output,,,,,,example,,,,,,Program anomaly issue,31.9918056,4,65,9,0.150625,31.99180556
img,https://github.com/dotnet/aspnetcore.docs/issues/19882,Logs,,,,,,example,,,,,,Program anomaly issue,42.2238773,0,126,0,,
img,https://github.com/ballerina-platform/ballerina-lang/issues/34315,Output,,,,,,example,,,,,,Program anomaly issue,22.8142361,0,5,1,22.81423611,22.81423611
img,https://github.com/elastic/kibana/issues/43295,Logs,Logs,,,,,example,example,,,,,Program anomaly issue,29.3829398,1,84,3,0.0001967592593,29.38290509
img,https://github.com/grafana/grafana/issues/31507,UserInterface,,,,,,example,,,,,,Program anomaly issue,1.26668981,1,105,1,0.178599537,0.178599537
img,https://github.com/elastic/kibana/issues/91931,Output,Output,,,,,example,example,,,,,GUI-related issue,55.8675694,1,92,2,1.16E-05,0.0003472222222
img,https://github.com/ballerina-platform/ballerina-lang/issues/13720,Output,,,,,,example,,,,,,Program anomaly issue,106.146354,1,28,2,106.1459259,106.1463542
img,https://github.com/microsoft/vscode/issues/89518,Logs,Logs,,,,,example,example,,,,,GUI-related issue,21.1425,3,14,6,1.021863426,30.39041667
img,https://github.com/microsoft/vscode/issues/91397,UserInterface,,,,,,additional information,,,,,,GUI-related issue,0.21983796,0,7,0,,
img,https://github.com/godotengine/godot/issues/20487,Code,,,,,,example,,,,,,Performance issue,11.5909375,2,23,4,0.004456018519,11.5909375
img,https://github.com/godotengine/godot/issues/9895,Output,Output,Output,,,,example,example,example,,,,Program anomaly issue,29.1098148,0,62,0,,
img,https://github.com/godotengine/godot/issues/17773,Configuration,,,,,,example,,,,,,Program anomaly issue,1042.47483,3,69,4,639.873588,1042.474826
img,https://github.com/ansible/ansible/issues/48022,Logs,,,,,,example,,,,,,Program anomaly issue,2.38429398,2,72,4,0.02280092593,10.30438657
img,https://github.com/godotengine/godot/issues/26112,Output,Output,,,,,example,example,,,,,Program anomaly issue,273.233715,2,47,4,0.005486111111,273.2337153
img,https://github.com/rancher/rancher/issues/11092,UserInterface,,,,,,example,,,,,,GUI-related issue,3.01621528,0,12,1,3.016215278,3.016215278
img,https://github.com/microsoft/powertoys/issues/5941,Logs,,,,,,additional information,,,,,,Program anomaly issue,1.09922454,0,4,1,1.099224537,1.099224537
img,https://github.com/microsoft/powertoys/issues/14560,UserInterface,,,,,,additional information,,,,,,GUI-related issue,5.10741898,3,21,4,0.009351851852,2.884594907
img,https://github.com/wordpress/gutenberg/issues/32181,Logs,,,,,,additional information,,,,,,Program anomaly issue,3.11791667,3,26,3,2.820381944,3.05931713
img,https://github.com/elastic/kibana/issues/92732,Configuration,Output,Output,,,,example,example,example,,,,Program anomaly issue,68.9515972,5,73,6,1.16E-05,68.95159722
img,https://github.com/wordpress/gutenberg/issues/6432,UserInterface,,,,,,example,,,,,,GUI-related issue,6.82090278,1,14,2,6.57056713,6.820902778
img,https://github.com/rancher/rancher/issues/22858,UserInterface,UserInterface,,,,,example,example,,,,,GUI-related issue,3.83237269,0,29,2,0.00912037037,3.832372685
img,https://github.com/elastic/kibana/issues/85752,UserInterface,,,,,,additional information,,,,,,GUI-related issue,22.5153472,2,10,2,2.31E-05,22.386875
img,https://github.com/elastic/kibana/issues/81791,Diagram,,,,,,example,,,,,,Program anomaly issue,184.963738,2,665,2,0.9639814815,2.164456019
img,https://github.com/rancher/rancher/issues/34003,Logs,,,,,,example,,,,,,Network issue,0.00831019,0,91,1,0.008310185185,0.008310185185
img,https://github.com/facebook/react-native/issues/26792,Diagram,,,,,,example,,,,,,Program anomaly issue,1.20696759,6,120,7,0.4422685185,413.5452315
img,https://github.com/elastic/kibana/issues/81530,Configuration,Logs,,,,,example,example,,,,,Program anomaly issue,33.079294,2,51,3,0.007048611111,33.07929398
img,https://github.com/elastic/kibana/issues/41945,Output,,,,,,additional information,,,,,,Network issue,246.69985,2,46,2,2.31E-05,246.6998495
img,https://github.com/rancher/rancher/issues/26248,Diagram,Diagram,Performance,,,,example,example,example,,,,Program anomaly issue,0.30728009,1,21,1,0.3072800926,0.3072800926
img,https://github.com/elastic/kibana/issues/23191,Output,Output,,,,,example,example,,,,,Program anomaly issue,130.04213,2,59,2,67.40490741,123.2151736
img,https://github.com/ballerina-platform/ballerina-lang/issues/31370,Output,,,,,,example,,,,,,Program anomaly issue,54.5785648,2,7,4,0.5763541667,22.77553241
img,https://github.com/mozilla-mobile/fenix/issues/12932,Output,,,,,,example,,,,,,Program anomaly issue,221.876424,1,42,0,214.7937731,214.7937731
img,https://github.com/vector-im/element-web/issues/14246,,,,,,,,,,,,,,0.00400463,1,32,3,0.00400462963,0.7379861111
img,https://github.com/microsoft/vscode/issues/107893,Logs,,,,,,example,,,,,,Program anomaly issue,0.07503472,1,13,1,0.07503472222,0.07503472222
img,https://github.com/mozilla-mobile/fenix/issues/9026,Output,,,,,,example,,,,,,Program anomaly issue,360.95588,3,37,9,2.934074074,360.9558333
img,https://github.com/mozilla-mobile/fenix/issues/9779,Diagram,,,,,,example,,,,,,GUI-related issue,543.307824,2,99,1,356.1795255,356.1795255
img,https://github.com/cleverraven/cataclysm-dda/issues/24048,Output,,,,,,example,,,,,,Program anomaly issue,360.388935,1,33,5,342.6988773,360.3889352
img,https://github.com/eclipse/che/issues/19097,Logs,,,,,,example,,,,,,Program anomaly issue,7.07087963,0,101,0,,
img,https://github.com/ionic-team/ionic-framework/issues/16717,Output,,,,,,example,,,,,,Program anomaly issue,0.71837963,2,53,10,0.0296875,0.1325925926
img,https://github.com/zephyrproject-rtos/zephyr/issues/15116,Output,Output,,,,,example,example,,,,,Program anomaly issue,118.005012,3,92,4,54.99311343,116.1735417
img,https://github.com/mozilla-mobile/fenix/issues/21018,Configuration,Configuration,,,,,additional information,additional information,,,,,Program anomaly issue,0.08791667,1,82,2,0.0359375,0.08791666667
img,https://github.com/cleverraven/cataclysm-dda/issues/29312,Output,Output,Output,,,,example,example,example,,,,Program anomaly issue,816.811053,3,150,3,8.311481481,816.8110532
img,https://github.com/vector-im/element-web/issues/9367,UserInterface,,,,,,example,,,,,,GUI-related issue,331.929931,2,26,3,0.000162037037,331.9299306
img,https://github.com/zephyrproject-rtos/zephyr/issues/34249,Code,Code,,,,,additional information,additional information,,,,,Program anomaly issue,0.50168981,2,96,4,0.3462037037,0.7536111111
img,https://github.com/vector-im/element-web/issues/16370,Logs,,,,,,example,,,,,,Program anomaly issue,19.7074537,2,98,10,0.6270833333,19.7074537
img,https://github.com/wordpress/gutenberg/issues/5940,Diagram,,,,,,additional information,,,,,,Program anomaly issue,106.415382,5,73,9,7.500798611,1066.222361
img,https://github.com/rancher/rancher/issues/31277,Output,Output,,,,,example,example,,,,,Program anomaly issue,10.9512616,0,70,2,4.967974537,10.95126157
img,https://github.com/facebook/react-native/issues/23343,Output,,,,,,example,,,,,,Program anomaly issue,15.5678472,2,109,1,0.669537037,0.669537037
img,https://github.com/cleverraven/cataclysm-dda/issues/28252,Output,,,,,,example,,,,,,Program anomaly issue,744.102002,2,34,2,20.05071759,729.2448843
img,https://github.com/grafana/grafana/issues/8872,UserInterface,,,,,,example,,,,,,GUI-related issue,17.4152546,2,15,13,0.474525463,17.41167824
img,https://github.com/microsoft/vscode/issues/126656,UserInterface,,,,,,example,,,,,,GUI-related issue,123.274282,2,26,3,18.56081019,123.2742824
img,https://github.com/tensorflow/tensorflow/issues/46686,Configuration,,,,,,additional information,,,,,,Program anomaly issue,6.19392361,2,101,10,0.1516666667,6.193923611
img,https://github.com/eclipse/che/issues/6203,Logs,,,,,,additional information,,,,,,Program anomaly issue,148.231944,4,34,9,0.0625462963,148.2319444
img,https://github.com/godotengine/godot/issues/11014,Output,,,,,,example,,,,,,GUI-related issue,5.91390046,2,27,9,0.002986111111,5.913900463
img,https://github.com/godotengine/godot/issues/31945,Output,Output,,,,,example,example,,,,,Program anomaly issue,19.4473611,1,44,2,0.4169212963,0.7600925926
img,https://github.com/rancher/rancher/issues/20044,Logs,,,,,,example,,,,,,Program anomaly issue,23.5911921,2,45,2,0.6475347222,23.59119213
img,https://github.com/microsoft/vscode/issues/121148,UserInterface,,,,,,example,,,,,,GUI-related issue,14.7341204,10,55,22,0.4285763889,59.34378472
img,https://github.com/elastic/kibana/issues/13622,Logs,,,,,,example,,,,,,Program anomaly issue,14.5263426,8,69,9,9.660219907,232.0426157
img,https://github.com/godotengine/godot/issues/56172,Output,,,,,,example,,,,,,Program anomaly issue,27.7515278,0,89,0,,
img,https://github.com/grafana/grafana/issues/20927,Configuration,Diagram,Diagram,,,,example,example,example,,,,Program anomaly issue,41.9710648,4,92,14,1.868090278,41.87041667
img,https://github.com/mozilla-mobile/fenix/issues/5270,UserInterface,,,,,,example,,,,,,GUI-related issue,7.75121528,1,0,1,7.751215278,7.751215278
img,https://github.com/godotengine/godot/issues/10952,Output,Output,Output,,,,example,example,example,,,,Program anomaly issue,378.33287,4,37,8,0.01388888889,378.3328704
img,https://github.com/godotengine/godot/issues/54688,Output,Output,,,,,example,example,,,,,Program anomaly issue,0.06446759,0,70,0,,
img,https://github.com/mozilla-mobile/fenix/issues/21188,Diagram,,,,,,example,,,,,,GUI-related issue,188.627118,1,47,0,181.6082407,181.6082407
img,https://github.com/elastic/kibana/issues/80719,Logs,,,,,,example,,,,,,Program anomaly issue,38.8911343,2,23,2,14.00340278,14.23648148
img,https://github.com/rancher/rancher/issues/22039,UserInterface,UserInterface,,,,,example,example,,,,,GUI-related issue,0.14416667,1,92,2,0.04814814815,0.1441666667
img,https://github.com/microsoft/vscode/issues/103995,Output,,,,,,example,,,,,,Program anomaly issue,0.81792824,1,50,5,0.5577893519,0.8092361111
img,https://github.com/gatsbyjs/gatsby/issues/22691,Logs,,,,,,additional information,,,,,,Program anomaly issue,9.44221065,4,86,12,0.704375,9.442210648
img,https://github.com/microsoft/vscode/issues/124927,Output,,,,,,example,,,,,,Program anomaly issue,142.28463,2,24,1,134.7879977,134.7879977
img,https://github.com/gatsbyjs/gatsby/issues/25793,UserInterface,,,,,,example,,,,,,Network issue,0.0028125,0,17,1,0.0028125,0.0028125
img,https://github.com/cleverraven/cataclysm-dda/issues/23547,Output,Output,,,,,example,example,,,,,Program anomaly issue,73.8914931,1,37,1,0.177025463,0.177025463
img,https://github.com/elastic/elasticsearch/issues/58589,Output,Diagram,,,,,example,example,,,,,Program anomaly issue,6.81011574,1,13,3,2.31E-05,6.084918981
